/home/uceedv1/thesis/ns3ai-venv/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  upd 255/732  ep_ret~-186.94  pl -0.052  vl 28.249  ent 0.382
  upd 260/732  ep_ret~-158.31  pl -0.109  vl 17.383  ent 0.188
  upd 265/732  ep_ret~-204.54  pl -0.038  vl 5.088  ent 0.238
  upd 270/732  ep_ret~-183.30  pl -0.101  vl 11.998  ent 0.445
  upd 275/732  ep_ret~-253.66  pl +0.018  vl 5.222  ent 0.204
  upd 280/732  ep_ret~-251.17  pl -0.012  vl 6.233  ent 0.292
  upd 285/732  ep_ret~-191.17  pl -0.005  vl 2.604  ent 0.248
  upd 290/732  ep_ret~-474.36  pl -0.053  vl 10.148  ent 0.594
  upd 295/732  ep_ret~-118.95  pl -0.018  vl 77.933  ent 0.190
  upd 300/732  ep_ret~-325.20  pl +0.012  vl 8.762  ent 0.363
  upd 305/732  ep_ret~-199.90  pl -0.058  vl 8.619  ent 0.507
  upd 310/732  ep_ret~-152.81  pl -0.036  vl 21.872  ent 0.333
  upd 315/732  ep_ret~-337.42  pl -0.039  vl 8.711  ent 0.367
  upd 320/732  ep_ret~-365.30  pl +0.071  vl 1.562  ent 0.342
  upd 325/732  ep_ret~-422.55  pl -0.135  vl 1.036  ent 0.390
  upd 330/732  ep_ret~-240.01  pl -0.119  vl 8.529  ent 0.227
  upd 335/732  ep_ret~-199.34  pl +0.032  vl 22.772  ent 0.347
  upd 340/732  ep_ret~-148.93  pl +0.021  vl 11.244  ent 0.241
  upd 345/732  ep_ret~-101.04  pl -0.030  vl 33.837  ent 0.267
  upd 350/732  ep_ret~-440.55  pl +0.015  vl 8.216  ent 0.266
  upd 355/732  ep_ret~-177.16  pl -0.091  vl 14.120  ent 0.312
  upd 360/732  ep_ret~-212.58  pl -0.092  vl 17.096  ent 0.302
  upd 365/732  ep_ret~-293.30  pl -0.171  vl 9.621  ent 0.488
  upd 370/732  ep_ret~-158.70  pl -0.113  vl 20.883  ent 0.531
  upd 375/732  ep_ret~-224.97  pl -0.029  vl 6.232  ent 0.219
  upd 380/732  ep_ret~-379.89  pl -0.088  vl 0.826  ent 0.421
  upd 385/732  ep_ret~-280.70  pl -0.112  vl 8.758  ent 0.384
  upd 390/732  ep_ret~-251.24  pl +0.068  vl 1.334  ent 0.324
  upd 395/732  ep_ret~-259.20  pl -0.023  vl 8.284  ent 0.343
  upd 400/732  ep_ret~-142.28  pl +0.030  vl 13.016  ent 0.234
  upd 405/732  ep_ret~-276.38  pl -0.042  vl 6.785  ent 0.300
  upd 410/732  ep_ret~-119.16  pl -0.003  vl 21.198  ent 0.219
  upd 415/732  ep_ret~-152.28  pl -0.096  vl 12.445  ent 0.224
  upd 420/732  ep_ret~-112.50  pl -0.028  vl 22.577  ent 0.474
  upd 425/732  ep_ret~-203.81  pl +0.017  vl 12.261  ent 0.347
  upd 430/732  ep_ret~-148.23  pl -0.094  vl 23.608  ent 0.613
  upd 435/732  ep_ret~-138.26  pl -0.031  vl 11.197  ent 0.207
  upd 440/732  ep_ret~-126.78  pl +0.006  vl 48.399  ent 0.259
  upd 445/732  ep_ret~-163.96  pl -0.108  vl 15.102  ent 0.256
  upd 450/732  ep_ret~-112.12  pl -0.092  vl 29.842  ent 0.333
  upd 455/732  ep_ret~-159.13  pl +0.024  vl 12.577  ent 0.250
  upd 460/732  ep_ret~-337.99  pl +0.054  vl 9.512  ent 0.419
  upd 465/732  ep_ret~-203.82  pl +0.025  vl 27.154  ent 0.565
  upd 470/732  ep_ret~-131.71  pl +0.032  vl 38.840  ent 0.300
  upd 475/732  ep_ret~-341.06  pl -0.057  vl 9.592  ent 0.291
  upd 480/732  ep_ret~-108.63  pl -0.054  vl 8.536  ent 0.205
  upd 485/732  ep_ret~-230.55  pl -0.058  vl 7.973  ent 0.169
  upd 490/732  ep_ret~-373.45  pl +0.005  vl 1.406  ent 0.363
  upd 495/732  ep_ret~-196.68  pl -0.038  vl 19.296  ent 0.379
  upd 500/732  ep_ret~-177.97  pl +0.014  vl 1.632  ent 0.224
  upd 505/732  ep_ret~-145.86  pl -0.003  vl 21.609  ent 0.430
  upd 510/732  ep_ret~-194.92  pl -0.006  vl 4.573  ent 0.301
  upd 515/732  ep_ret~-284.63  pl +0.015  vl 2.361  ent 0.332
  upd 520/732  ep_ret~-116.46  pl -0.092  vl 32.197  ent 0.326
  upd 525/732  ep_ret~-327.59  pl -0.027  vl 7.017  ent 0.370
  upd 530/732  ep_ret~-259.72  pl +0.016  vl 9.579  ent 0.246
  upd 535/732  ep_ret~-265.97  pl -0.093  vl 6.046  ent 0.341
  upd 540/732  ep_ret~-201.09  pl -0.029  vl 12.791  ent 0.235
  upd 545/732  ep_ret~-274.58  pl -0.049  vl 7.278  ent 0.553
  upd 550/732  ep_ret~-159.29  pl -0.019  vl 10.402  ent 0.281
  upd 555/732  ep_ret~-146.11  pl +0.031  vl 14.669  ent 0.247
  upd 560/732  ep_ret~-176.58  pl +0.051  vl 4.411  ent 0.167
  upd 565/732  ep_ret~-443.78  pl -0.074  vl 1.695  ent 0.408
  upd 570/732  ep_ret~-125.08  pl +0.010  vl 15.977  ent 0.348
  upd 575/732  ep_ret~ -99.28  pl +0.006  vl 44.020  ent 0.265
  upd 580/732  ep_ret~-258.12  pl -0.044  vl 6.347  ent 0.199
  upd 585/732  ep_ret~-166.98  pl -0.020  vl 5.688  ent 0.318
  upd 590/732  ep_ret~-133.80  pl -0.065  vl 8.442  ent 0.218
  upd 595/732  ep_ret~-407.04  pl -0.050  vl 1.889  ent 0.385
  upd 600/732  ep_ret~-197.90  pl +0.045  vl 11.416  ent 0.285
  upd 605/732  ep_ret~-269.23  pl -0.036  vl 8.758  ent 0.300
  upd 610/732  ep_ret~-342.44  pl -0.047  vl 12.600  ent 0.275
  upd 615/732  ep_ret~-178.82  pl +0.126  vl 13.866  ent 0.260
  upd 620/732  ep_ret~-153.45  pl -0.040  vl 1.720  ent 0.163
  upd 625/732  ep_ret~-277.42  pl -0.023  vl 2.087  ent 0.262
  upd 630/732  ep_ret~-172.40  pl -0.086  vl 13.778  ent 0.315
  upd 635/732  ep_ret~-193.86  pl -0.022  vl 23.029  ent 0.291
  upd 640/732  ep_ret~-116.62  pl -0.051  vl 21.803  ent 0.261
  upd 645/732  ep_ret~-351.39  pl +0.017  vl 1.187  ent 0.357
  upd 650/732  ep_ret~-156.20  pl +0.027  vl 11.217  ent 0.247
  upd 655/732  ep_ret~-193.15  pl +0.002  vl 1.782  ent 0.241
  upd 660/732  ep_ret~-241.06  pl +0.004  vl 5.360  ent 0.253
  upd 665/732  ep_ret~-224.51  pl -0.033  vl 1.468  ent 0.247
  upd 670/732  ep_ret~-149.36  pl -0.030  vl 17.876  ent 0.169
  upd 675/732  ep_ret~-189.29  pl +0.026  vl 11.071  ent 0.440
  upd 680/732  ep_ret~-242.74  pl -0.046  vl 8.597  ent 0.311
  upd 685/732  ep_ret~-275.73  pl -0.055  vl 11.332  ent 0.212
  upd 690/732  ep_ret~-267.83  pl -0.012  vl 3.374  ent 0.198
  upd 695/732  ep_ret~-319.05  pl -0.081  vl 19.952  ent 0.228
  upd 700/732  ep_ret~-167.31  pl +0.020  vl 11.778  ent 0.362
  upd 705/732  ep_ret~-227.39  pl -0.013  vl 1.744  ent 0.282
  upd 710/732  ep_ret~-317.88  pl +0.067  vl 10.030  ent 0.329
  upd 715/732  ep_ret~-134.13  pl +0.071  vl 71.767  ent 0.308
  upd 720/732  ep_ret~-326.92  pl +0.025  vl 7.880  ent 0.282
  upd 725/732  ep_ret~-204.55  pl -0.001  vl 17.983  ent 0.268
  upd 730/732  ep_ret~-161.44  pl -0.025  vl 22.550  ent 0.470
  upd 732/732  ep_ret~-218.69  pl -0.016  vl 5.684  ent 0.273
[saved] results/marlgnn_tier2m15cm_seed5/policy.pt

[eval] ZERO-SHOT on core backbones (real measured test traffic):
[TopoAgnosticMARLEnv] 1 topos: abilene_sndlib(12n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [abilene_sndlib       feasible] OSPF   57.2%  ECMP   57.4%  MARL   55.2%  vs-OSPF +2.1pt  vs-ECMP +2.2pt  (n=18)
[TopoAgnosticMARLEnv] 1 topos: geant_sndlib(22n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [geant_sndlib         overload] OSPF  145.5%  ECMP  106.3%  MARL   97.1%  vs-OSPF +48.4pt  vs-ECMP +9.2pt  (n=8)
  [geant_sndlib         feasible] OSPF   71.2%  ECMP   54.2%  MARL   49.8%  vs-OSPF +21.4pt  vs-ECMP +4.4pt  (n=10)
[TopoAgnosticMARLEnv] 1 topos: germany50_sndlib(50n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [germany50_sndlib     overload] OSPF  252.1%  ECMP  183.8%  MARL  123.0%  vs-OSPF +129.1pt  vs-ECMP +60.8pt  (n=18)

[saved] results/marlgnn_tier2m15cm_seed5/summary.json
