/home/uceedv1/thesis/ns3ai-venv/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  upd 255/732  ep_ret~-233.47  pl +0.017  vl 1.822  ent 0.362
  upd 260/732  ep_ret~-311.68  pl -0.095  vl 1.042  ent 0.371
  upd 265/732  ep_ret~-196.87  pl +0.018  vl 3.327  ent 0.200
  upd 270/732  ep_ret~ -91.83  pl -0.053  vl 18.754  ent 0.178
  upd 275/732  ep_ret~-136.98  pl +0.033  vl 32.867  ent 0.159
  upd 280/732  ep_ret~-145.88  pl +0.018  vl 14.780  ent 0.248
  upd 285/732  ep_ret~-373.33  pl +0.032  vl 1.552  ent 0.334
  upd 290/732  ep_ret~-261.33  pl +0.038  vl 5.876  ent 0.254
  upd 295/732  ep_ret~-190.79  pl -0.042  vl 18.987  ent 0.435
  upd 300/732  ep_ret~-250.49  pl -0.088  vl 9.506  ent 0.517
  upd 305/732  ep_ret~-235.51  pl -0.178  vl 10.729  ent 0.284
  upd 310/732  ep_ret~-186.44  pl -0.042  vl 22.806  ent 0.313
  upd 315/732  ep_ret~-140.41  pl +0.021  vl 43.196  ent 0.339
  upd 320/732  ep_ret~-139.11  pl -0.049  vl 22.523  ent 0.292
  upd 325/732  ep_ret~-197.88  pl -0.001  vl 17.232  ent 0.483
  upd 330/732  ep_ret~-162.48  pl -0.108  vl 13.372  ent 0.223
  upd 335/732  ep_ret~-352.71  pl +0.002  vl 9.032  ent 0.326
  upd 340/732  ep_ret~-370.23  pl -0.085  vl 1.582  ent 0.690
  upd 345/732  ep_ret~-189.43  pl +0.055  vl 14.971  ent 0.489
  upd 350/732  ep_ret~-127.11  pl -0.023  vl 20.013  ent 0.275
  upd 355/732  ep_ret~-270.22  pl -0.027  vl 4.085  ent 0.344
  upd 360/732  ep_ret~-181.35  pl +0.047  vl 8.205  ent 0.313
  upd 365/732  ep_ret~-187.21  pl -0.008  vl 18.365  ent 0.213
  upd 370/732  ep_ret~-162.14  pl +0.040  vl 4.733  ent 0.326
  upd 375/732  ep_ret~-162.96  pl +0.054  vl 31.019  ent 0.296
  upd 380/732  ep_ret~-300.30  pl +0.070  vl 4.296  ent 0.511
  upd 385/732  ep_ret~-129.21  pl -0.027  vl 18.889  ent 0.294
  upd 390/732  ep_ret~-134.75  pl +0.066  vl 20.623  ent 0.162
  upd 395/732  ep_ret~-265.38  pl -0.043  vl 4.544  ent 0.200
  upd 400/732  ep_ret~-158.82  pl -0.035  vl 13.998  ent 0.134
  upd 405/732  ep_ret~-162.56  pl -0.150  vl 16.629  ent 0.214
  upd 410/732  ep_ret~-239.58  pl +0.010  vl 6.413  ent 0.377
  upd 415/732  ep_ret~-157.95  pl -0.107  vl 8.974  ent 0.179
  upd 420/732  ep_ret~-325.75  pl -0.012  vl 4.688  ent 0.275
  upd 425/732  ep_ret~-484.96  pl +0.038  vl 21.333  ent 0.490
  upd 430/732  ep_ret~-241.05  pl -0.014  vl 6.467  ent 0.228
  upd 435/732  ep_ret~-146.31  pl +0.029  vl 11.064  ent 0.228
  upd 440/732  ep_ret~-326.46  pl -0.046  vl 3.916  ent 0.523
  upd 445/732  ep_ret~-146.29  pl -0.001  vl 14.340  ent 0.410
  upd 450/732  ep_ret~-172.70  pl +0.035  vl 1.870  ent 0.179
  upd 455/732  ep_ret~-171.92  pl -0.106  vl 14.771  ent 0.231
  upd 460/732  ep_ret~ -98.44  pl +0.045  vl 26.740  ent 0.288
  upd 465/732  ep_ret~-163.84  pl +0.010  vl 24.217  ent 0.326
  upd 470/732  ep_ret~-164.78  pl -0.032  vl 11.181  ent 0.266
  upd 475/732  ep_ret~-180.47  pl -0.153  vl 7.074  ent 0.134
  upd 480/732  ep_ret~-157.71  pl +0.059  vl 30.336  ent 0.272
  upd 485/732  ep_ret~-499.25  pl +0.034  vl 14.596  ent 0.691
  upd 490/732  ep_ret~-166.04  pl -0.004  vl 15.280  ent 0.376
  upd 495/732  ep_ret~-140.59  pl +0.013  vl 15.145  ent 0.377
  upd 500/732  ep_ret~-151.19  pl +0.051  vl 12.222  ent 0.229
  upd 505/732  ep_ret~-114.66  pl +0.028  vl 6.037  ent 0.218
  upd 510/732  ep_ret~-205.92  pl +0.110  vl 7.521  ent 0.299
  upd 515/732  ep_ret~-234.40  pl -0.006  vl 2.465  ent 0.241
  upd 520/732  ep_ret~-110.23  pl -0.050  vl 22.269  ent 0.320
  upd 525/732  ep_ret~-177.85  pl +0.078  vl 2.465  ent 0.245
  upd 530/732  ep_ret~-350.77  pl +0.020  vl 5.472  ent 0.515
  upd 535/732  ep_ret~-159.13  pl -0.075  vl 16.081  ent 0.325
  upd 540/732  ep_ret~-310.08  pl +0.011  vl 5.644  ent 0.486
  upd 545/732  ep_ret~-159.61  pl +0.066  vl 1.112  ent 0.172
  upd 550/732  ep_ret~-159.45  pl -0.009  vl 37.942  ent 0.429
  upd 555/732  ep_ret~-131.08  pl +0.105  vl 40.015  ent 0.228
  upd 560/732  ep_ret~-217.53  pl -0.056  vl 11.841  ent 0.324
  upd 565/732  ep_ret~-149.48  pl +0.093  vl 24.191  ent 0.471
  upd 570/732  ep_ret~-108.92  pl -0.093  vl 24.801  ent 0.217
  upd 575/732  ep_ret~-439.42  pl +0.003  vl 1.893  ent 0.666
  upd 580/732  ep_ret~-166.61  pl -0.012  vl 16.147  ent 0.218
  upd 585/732  ep_ret~-166.35  pl -0.129  vl 15.422  ent 0.199
  upd 590/732  ep_ret~-202.93  pl -0.060  vl 4.297  ent 0.169
  upd 595/732  ep_ret~-146.79  pl +0.101  vl 16.421  ent 0.177
  upd 600/732  ep_ret~-147.37  pl +0.014  vl 18.133  ent 0.234
  upd 605/732  ep_ret~-142.87  pl -0.052  vl 12.191  ent 0.272
  upd 610/732  ep_ret~-292.03  pl +0.021  vl 9.874  ent 0.321
  upd 615/732  ep_ret~-189.48  pl +0.042  vl 3.858  ent 0.191
  upd 620/732  ep_ret~-132.32  pl -0.009  vl 15.417  ent 0.162
  upd 625/732  ep_ret~-156.38  pl -0.010  vl 6.359  ent 0.313
  upd 630/732  ep_ret~-351.02  pl -0.078  vl 5.209  ent 0.290
  upd 635/732  ep_ret~-145.89  pl +0.063  vl 20.978  ent 0.216
  upd 640/732  ep_ret~-155.48  pl -0.070  vl 22.728  ent 0.274
  upd 645/732  ep_ret~-302.26  pl -0.044  vl 6.502  ent 0.323
  upd 650/732  ep_ret~-288.27  pl +0.016  vl 7.039  ent 0.388
  upd 655/732  ep_ret~-207.38  pl -0.044  vl 2.198  ent 0.264
  upd 660/732  ep_ret~-134.63  pl +0.007  vl 18.411  ent 0.298
  upd 665/732  ep_ret~-133.36  pl -0.025  vl 13.949  ent 0.156
  upd 670/732  ep_ret~-136.84  pl -0.010  vl 6.307  ent 0.341
  upd 675/732  ep_ret~-256.38  pl -0.019  vl 3.136  ent 0.470
  upd 680/732  ep_ret~-334.76  pl -0.116  vl 6.829  ent 0.251
  upd 685/732  ep_ret~-248.14  pl +0.034  vl 6.447  ent 0.095
  upd 690/732  ep_ret~-361.23  pl -0.114  vl 0.796  ent 0.397
  upd 695/732  ep_ret~-229.78  pl -0.041  vl 17.017  ent 0.337
  upd 700/732  ep_ret~-154.47  pl -0.034  vl 17.235  ent 0.285
  upd 705/732  ep_ret~-157.18  pl -0.021  vl 14.398  ent 0.244
  upd 710/732  ep_ret~-203.60  pl -0.068  vl 1.632  ent 0.244
  upd 715/732  ep_ret~-109.50  pl -0.150  vl 21.050  ent 0.158
  upd 720/732  ep_ret~-233.74  pl -0.094  vl 9.903  ent 0.137
  upd 725/732  ep_ret~-233.55  pl -0.067  vl 4.030  ent 0.410
  upd 730/732  ep_ret~-168.29  pl -0.145  vl 15.355  ent 0.590
  upd 732/732  ep_ret~-191.20  pl +0.030  vl 15.216  ent 0.284
[saved] results/marlgnn_tier2m15cm_seed0/policy.pt

[eval] ZERO-SHOT on core backbones (real measured test traffic):
[TopoAgnosticMARLEnv] 1 topos: abilene_sndlib(12n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [abilene_sndlib       feasible] OSPF   57.2%  ECMP   57.4%  MARL   55.3%  vs-OSPF +2.0pt  vs-ECMP +2.1pt  (n=18)
[TopoAgnosticMARLEnv] 1 topos: geant_sndlib(22n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [geant_sndlib         overload] OSPF  145.5%  ECMP  106.3%  MARL   95.3%  vs-OSPF +50.3pt  vs-ECMP +11.0pt  (n=8)
  [geant_sndlib         feasible] OSPF   71.2%  ECMP   54.2%  MARL   49.7%  vs-OSPF +21.6pt  vs-ECMP +4.5pt  (n=10)
[TopoAgnosticMARLEnv] 1 topos: germany50_sndlib(50n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [germany50_sndlib     overload] OSPF  252.1%  ECMP  183.8%  MARL  113.3%  vs-OSPF +138.8pt  vs-ECMP +70.5pt  (n=18)

[saved] results/marlgnn_tier2m15cm_seed0/summary.json
