/home/uceedv1/thesis/ns3ai-venv/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  upd 255/732  ep_ret~-132.01  pl -0.008  vl 25.767  ent 0.206
  upd 260/732  ep_ret~-437.36  pl -0.058  vl 2.949  ent 0.704
  upd 265/732  ep_ret~-135.32  pl +0.021  vl 11.437  ent 0.227
  upd 270/732  ep_ret~-301.40  pl +0.053  vl 1.931  ent 0.348
  upd 275/732  ep_ret~-113.41  pl +0.012  vl 58.690  ent 0.287
  upd 280/732  ep_ret~-217.08  pl -0.026  vl 10.037  ent 0.250
  upd 285/732  ep_ret~-172.14  pl -0.053  vl 9.107  ent 0.314
  upd 290/732  ep_ret~-108.00  pl -0.022  vl 11.070  ent 0.267
  upd 295/732  ep_ret~-159.26  pl +0.014  vl 15.385  ent 0.306
  upd 300/732  ep_ret~-309.72  pl -0.027  vl 5.112  ent 0.291
  upd 305/732  ep_ret~-279.66  pl -0.028  vl 15.301  ent 0.680
  upd 310/732  ep_ret~-149.75  pl -0.107  vl 21.537  ent 0.214
  upd 315/732  ep_ret~-349.10  pl +0.065  vl 4.956  ent 0.619
  upd 320/732  ep_ret~-156.47  pl +0.013  vl 36.848  ent 0.553
  upd 325/732  ep_ret~-248.16  pl +0.040  vl 13.274  ent 0.384
  upd 330/732  ep_ret~-345.09  pl -0.014  vl 1.461  ent 0.321
  upd 335/732  ep_ret~-272.74  pl -0.118  vl 9.260  ent 0.335
  upd 340/732  ep_ret~-373.83  pl -0.033  vl 8.430  ent 0.303
  upd 345/732  ep_ret~-244.95  pl -0.003  vl 10.594  ent 0.279
  upd 350/732  ep_ret~-383.45  pl +0.116  vl 35.241  ent 0.306
  upd 355/732  ep_ret~-132.66  pl -0.050  vl 8.010  ent 0.272
  upd 360/732  ep_ret~-146.15  pl -0.123  vl 6.698  ent 0.253
  upd 365/732  ep_ret~-289.39  pl -0.003  vl 2.585  ent 0.315
  upd 370/732  ep_ret~-263.31  pl -0.070  vl 5.791  ent 0.373
  upd 375/732  ep_ret~-110.25  pl -0.049  vl 51.882  ent 0.242
  upd 380/732  ep_ret~-165.00  pl +0.047  vl 27.034  ent 0.266
  upd 385/732  ep_ret~-259.54  pl +0.020  vl 12.061  ent 0.233
  upd 390/732  ep_ret~-135.54  pl +0.011  vl 13.550  ent 0.293
  upd 395/732  ep_ret~-334.58  pl -0.058  vl 1.249  ent 0.300
  upd 400/732  ep_ret~-388.83  pl -0.149  vl 13.643  ent 0.657
  upd 405/732  ep_ret~-205.38  pl -0.090  vl 2.201  ent 0.275
  upd 410/732  ep_ret~-132.90  pl -0.036  vl 32.392  ent 0.243
  upd 415/732  ep_ret~-333.33  pl -0.053  vl 9.584  ent 0.374
  upd 420/732  ep_ret~-196.01  pl -0.012  vl 4.715  ent 0.260
  upd 425/732  ep_ret~-253.75  pl -0.054  vl 4.848  ent 0.269
  upd 430/732  ep_ret~-131.10  pl -0.071  vl 17.100  ent 0.240
  upd 435/732  ep_ret~-192.55  pl -0.019  vl 24.439  ent 0.284
  upd 440/732  ep_ret~-276.27  pl -0.051  vl 2.648  ent 0.476
  upd 445/732  ep_ret~-244.28  pl -0.043  vl 7.519  ent 0.210
  upd 450/732  ep_ret~-374.87  pl -0.065  vl 8.790  ent 0.445
  upd 455/732  ep_ret~-422.92  pl -0.007  vl 1.536  ent 0.486
  upd 460/732  ep_ret~-235.66  pl -0.018  vl 2.344  ent 0.321
  upd 465/732  ep_ret~-183.11  pl -0.097  vl 11.542  ent 0.217
  upd 470/732  ep_ret~-138.27  pl +0.010  vl 14.560  ent 0.215
  upd 475/732  ep_ret~-286.99  pl -0.028  vl 2.106  ent 0.350
  upd 480/732  ep_ret~-300.33  pl +0.078  vl 7.915  ent 0.343
  upd 485/732  ep_ret~-157.92  pl +0.003  vl 11.687  ent 0.297
  upd 490/732  ep_ret~-198.87  pl -0.069  vl 1.226  ent 0.150
  upd 495/732  ep_ret~-127.30  pl +0.032  vl 12.189  ent 0.174
  upd 500/732  ep_ret~-193.32  pl -0.009  vl 1.469  ent 0.178
  upd 505/732  ep_ret~-138.23  pl +0.085  vl 14.633  ent 0.278
  upd 510/732  ep_ret~-176.94  pl -0.048  vl 11.405  ent 0.445
  upd 515/732  ep_ret~-219.71  pl -0.002  vl 14.734  ent 0.452
  upd 520/732  ep_ret~-101.47  pl -0.065  vl 13.299  ent 0.196
  upd 525/732  ep_ret~-214.06  pl -0.021  vl 5.627  ent 0.309
  upd 530/732  ep_ret~-140.66  pl -0.073  vl 19.333  ent 0.170
  upd 535/732  ep_ret~-508.66  pl -0.049  vl 4.838  ent 0.381
  upd 540/732  ep_ret~-149.99  pl -0.028  vl 19.457  ent 0.358
  upd 545/732  ep_ret~-272.16  pl +0.023  vl 8.777  ent 0.309
  upd 550/732  ep_ret~-252.37  pl +0.117  vl 76.080  ent 0.365
  upd 555/732  ep_ret~-278.68  pl +0.081  vl 11.167  ent 0.318
  upd 560/732  ep_ret~-175.74  pl -0.079  vl 1.036  ent 0.195
  upd 565/732  ep_ret~-302.60  pl +0.121  vl 7.170  ent 0.440
  upd 570/732  ep_ret~-174.13  pl +0.004  vl 26.102  ent 0.552
  upd 575/732  ep_ret~-386.33  pl -0.104  vl 0.976  ent 0.356
  upd 580/732  ep_ret~-511.97  pl -0.065  vl 8.050  ent 0.385
  upd 585/732  ep_ret~-128.04  pl -0.043  vl 18.994  ent 0.124
  upd 590/732  ep_ret~-323.95  pl -0.003  vl 7.941  ent 0.564
  upd 595/732  ep_ret~-128.60  pl -0.053  vl 26.487  ent 0.253
  upd 600/732  ep_ret~-272.86  pl +0.045  vl 6.145  ent 0.281
  upd 605/732  ep_ret~-184.81  pl -0.059  vl 5.703  ent 0.289
  upd 610/732  ep_ret~-218.60  pl -0.019  vl 15.538  ent 0.682
  upd 615/732  ep_ret~-201.93  pl -0.045  vl 14.549  ent 0.390
  upd 620/732  ep_ret~-240.06  pl -0.035  vl 9.714  ent 0.137
  upd 625/732  ep_ret~-152.62  pl -0.014  vl 9.310  ent 0.388
  upd 630/732  ep_ret~-280.80  pl -0.017  vl 1.345  ent 0.307
  upd 635/732  ep_ret~-359.50  pl -0.052  vl 9.145  ent 0.312
  upd 640/732  ep_ret~-155.77  pl -0.091  vl 12.949  ent 0.261
  upd 645/732  ep_ret~-239.95  pl -0.089  vl 8.984  ent 0.259
  upd 650/732  ep_ret~-142.89  pl +0.037  vl 23.214  ent 0.233
  upd 655/732  ep_ret~-156.44  pl +0.027  vl 18.551  ent 0.239
  upd 660/732  ep_ret~-115.29  pl +0.009  vl 34.570  ent 0.254
  upd 665/732  ep_ret~-159.30  pl -0.006  vl 8.933  ent 0.344
  upd 670/732  ep_ret~-236.20  pl -0.078  vl 5.154  ent 0.109
  upd 675/732  ep_ret~-349.63  pl -0.010  vl 7.062  ent 0.315
  upd 680/732  ep_ret~-456.82  pl -0.022  vl 2.906  ent 0.370
  upd 685/732  ep_ret~-117.24  pl -0.001  vl 19.089  ent 0.251
  upd 690/732  ep_ret~-110.68  pl -0.033  vl 25.582  ent 0.253
  upd 695/732  ep_ret~-131.15  pl -0.017  vl 7.978  ent 0.285
  upd 700/732  ep_ret~-282.87  pl +0.000  vl 5.382  ent 0.228
  upd 705/732  ep_ret~-224.74  pl +0.011  vl 2.518  ent 0.198
  upd 710/732  ep_ret~-214.05  pl -0.069  vl 6.664  ent 0.213
  upd 715/732  ep_ret~-178.42  pl +0.019  vl 17.670  ent 0.285
  upd 720/732  ep_ret~-223.14  pl +0.121  vl 15.114  ent 0.360
  upd 725/732  ep_ret~-242.12  pl -0.145  vl 2.452  ent 0.250
  upd 730/732  ep_ret~-399.85  pl -0.024  vl 4.814  ent 0.342
  upd 732/732  ep_ret~-198.43  pl -0.103  vl 2.735  ent 0.222
[saved] results/marlgnn_tier2m15cm_seed9/policy.pt

[eval] ZERO-SHOT on core backbones (real measured test traffic):
[TopoAgnosticMARLEnv] 1 topos: abilene_sndlib(12n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [abilene_sndlib       feasible] OSPF   57.2%  ECMP   57.4%  MARL   54.4%  vs-OSPF +2.8pt  vs-ECMP +3.0pt  (n=18)
[TopoAgnosticMARLEnv] 1 topos: geant_sndlib(22n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [geant_sndlib         overload] OSPF  145.5%  ECMP  106.3%  MARL   97.7%  vs-OSPF +47.9pt  vs-ECMP +8.6pt  (n=8)
  [geant_sndlib         feasible] OSPF   71.2%  ECMP   54.2%  MARL   49.3%  vs-OSPF +22.0pt  vs-ECMP +4.9pt  (n=10)
[TopoAgnosticMARLEnv] 1 topos: germany50_sndlib(50n); stretch=2 max_stretch=4 fail_links=0 metric=weighted
  [germany50_sndlib     overload] OSPF  252.1%  ECMP  183.8%  MARL  110.6%  vs-OSPF +141.5pt  vs-ECMP +73.2pt  (n=18)

[saved] results/marlgnn_tier2m15cm_seed9/summary.json
